#{"t_start": 1588326508.1600094, "env_id": "MiniGrid-DistShift1-v0"}
r,l,t
0,252,1668.571488
0,252,1669.090135
0,252,1669.786928
0,252,1670.28623
0,252,1670.798474
0,252,1671.303626
0,252,1671.976469
0,252,1672.478174
0,252,1672.987471
0,252,1673.480429
0,252,1674.141438
0,252,1674.61548
0,252,1675.125366
0,252,1675.634487
0,252,1676.341371
0,252,1676.849506
0,252,1677.348686
0,252,1677.824074
0,252,1678.49833
0,252,1678.979204
0,252,1679.464525
0,252,1679.960677
0,252,1680.625954
0,252,1681.128905
0,252,1681.589599
0,252,1682.099353
0,252,1682.778505
0,252,1683.278807
0,252,1683.764904
0,252,1684.26027
0,252,1684.928751
0,252,1685.425382
0,252,1685.936821
0,252,1686.437542
0,252,1687.105655
0,252,1687.612639
0,252,1688.118484
0,252,1688.621326
0,252,1689.319309
0,252,1689.833259
0,252,1690.336702
0,252,1690.841988
0,252,1691.513191
0,252,1692.013894
0,252,1692.511095
0,252,1693.020901
0,252,1693.523186
0,252,1694.202134
0,252,1694.710694
0,252,1695.215125
0,252,1695.72078
0,252,1696.429833
0,252,1696.941081
0,252,1697.446346
0,252,1697.969804
0,252,1698.652991
0,252,1699.161145
0,252,1699.667065
0,252,1700.16941
0,252,1700.841265
0,252,1701.358936
0,252,1701.870729
0,252,1702.390229
0,252,1703.108044
0,252,1703.618796
0,252,1704.120306
0,252,1704.632761
0,252,1705.299246
0,252,1705.809452
0,252,1706.311967
0,252,1706.818481
0,252,1707.483307
0,252,1707.991467
0,252,1708.497451
0,252,1709.000551
0,252,1709.684954
0,252,1710.194689
0,252,1710.69283
0,252,1711.2061
0,252,1711.867461
0,252,1712.377158
0,252,1712.878518
0,252,1713.380203
0,252,1714.035102
0,252,1714.53755
0,252,1715.043355
0,252,1715.556465
0,252,1716.258526
0,252,1716.766798
0,252,1717.253532
0,252,1717.756572
0,252,1718.424198
0,252,1718.92811
0,252,1719.432415
0,252,1719.939698
0,252,1720.600935
0,252,1721.101879
0,252,1721.615281
0,252,1722.121209
0,252,1722.803758
0,252,1723.30083
0,252,1723.799383
0,252,1724.290961
0,252,1724.957003
0,252,1725.470322
0,252,1725.967057
0,252,1726.482909
0,252,1727.148227
0,252,1727.655175
0,252,1728.167015
0,252,1728.670751
0,161,1728.990846
0,252,1729.720859
0,252,1730.218254
0,252,1730.727822
0,252,1731.218701
0,252,1731.897393
0,252,1732.406485
0,252,1732.921152
0,252,1733.433074
0,252,1734.089933
0,252,1734.59691
0,252,1735.102378
0,252,1735.601
0,252,1736.310587
0,252,1736.816696
0,252,1737.329917
0,252,1737.841954
0,252,1738.519818
0,252,1739.020852
0,252,1739.533433
0,252,1740.029698
0,252,1740.716345
0,252,1741.226911
0,252,1741.740292
0,252,1742.236434
0,252,1742.928438
0,252,1743.426781
0,252,1743.930932
0,252,1744.440451
0,252,1745.118611
0,252,1745.620857
0,252,1746.136112
0,252,1746.651462
0,252,1747.346528
0,252,1747.847606
0,252,1748.376972
0,252,1748.877609
0,252,1749.567537
0,252,1750.071939
0,252,1750.575044
0,252,1751.073973
0,252,1751.590099
0,252,1752.265198
0,252,1752.78591
0,252,1753.307062
0,252,1753.816139
0,252,1754.489557
0,252,1755.017482
0,252,1755.527408
0,252,1756.044801
0,252,1756.757472
0,252,1757.269905
0,252,1757.777524
0,252,1758.301877
0,252,1758.986617
0,252,1759.501513
0,252,1760.01895
0,252,1760.525042
0,252,1761.197951
0,252,1761.700054
0,252,1762.197885
0,252,1762.710155
0,252,1763.417598
0,252,1763.94286
0,252,1764.463792
0,252,1764.9772
0,252,1765.670881
0,252,1766.184129
0,252,1766.69805
0,252,1767.215238
0,252,1767.899236
0,252,1768.436642
0,252,1768.951101
0,252,1769.473175
0,252,1770.197805
0,252,1770.714373
0,252,1771.236089
0,252,1771.74928
0,252,1772.428676
0,252,1772.948169
0,252,1773.463346
0,252,1773.980506
0,252,1774.663586
0,252,1775.176093
0,252,1775.690814
0,252,1776.19818
0,252,1776.914842
0,252,1777.437164
0,252,1777.937789
0,252,1778.457872
0,252,1779.154477
0,252,1779.673611
0,252,1780.185542
0,252,1780.690584
0,252,1781.380854
0,252,1781.885143
0,252,1782.407551
0,252,1782.910246
0,252,1783.636693
0,252,1784.155653
0,252,1784.673057
0,252,1785.195546
0,252,1785.714826
0,252,1786.403221
0,252,1786.902261
0,252,1787.402049
0,252,1787.910068
0,252,1788.575787
0,252,1789.078265
0,252,1789.564591
0,252,1790.077117
0,252,1790.769198
0,252,1791.278701
0,252,1791.797192
0,252,1792.304053
0,252,1792.97608
0,252,1793.473506
0,252,1793.968706
0,252,1794.462511
0,252,1795.143759
0,252,1795.651193
0,252,1796.163786
0,252,1796.658468
0,252,1797.343537
0,252,1797.84199
0,252,1798.338079
0,252,1798.838939
0,252,1799.506788
0,252,1800.014152
0,252,1800.512971
0,252,1801.013832
0,252,1801.672943
0,252,1802.174716
0,252,1802.673007
0,252,1803.166122
0,252,1803.850706
0,252,1804.349495
0,252,1804.844552
0,252,1805.334604
0,252,1806.001608
0,252,1806.509265
0,252,1807.006446
0,252,1807.510805
0,252,1808.176275
0,252,1808.673545
0,252,1809.169237
0,252,1809.670835
0,252,1810.375425
0,252,1810.879205
0,252,1811.37013
0,252,1811.874788
0,252,1812.560512
0,252,1813.058166
0,252,1813.558745
0,252,1814.06925
0,252,1814.740668
0,252,1815.244834
0,252,1815.741473
0,252,1816.252908
0,252,1816.924032
0,252,1817.430221
0,252,1817.922996
0,252,1818.433796
0,252,1819.100347
0,252,1819.596561
0,252,1820.092944
0,252,1820.6049
0,252,1821.105212
0,252,1821.78422
0,252,1822.284488
0,252,1822.786928
0,252,1823.27701
0,252,1824.004657
0,252,1824.507353
0,252,1825.009875
0,252,1825.513887
0,252,1826.174431
0,252,1826.675611
0,252,1827.174785
0,252,1827.667185
0,252,1828.336982
0,252,1828.840407
0,252,1829.335622
0,252,1829.839397
0,252,1830.560767
0,252,1831.055197
0,252,1831.563364
0,252,1832.052887
0,252,1832.746096
0,252,1833.241604
0,252,1833.729429
0,252,1834.221732
0,252,1834.898718
0,252,1835.390658
0,252,1835.889774
0,252,1836.389116
0,252,1837.07953
0,252,1837.58664
0,252,1838.101644
0,252,1838.599517
0,252,1839.266085
0,252,1839.773268
0,252,1840.255011
0,252,1840.763056
0,252,1841.41537
0,252,1841.921308
0,252,1842.414478
0,252,1842.933994
0,252,1843.6302
0,252,1844.125892
0,252,1844.623639
0,252,1845.121004
0,252,1845.778133
0,252,1846.285536
0,252,1846.7794
0,252,1847.267498
0,252,1847.921495
0,252,1848.426944
0,252,1848.924016
0,252,1849.422959
0,252,1850.127191
0,252,1850.635998
0,252,1851.137729
0,252,1851.630742
0,252,1852.299811
0,252,1852.812313
0,252,1853.313691
0,252,1853.823923
0,252,1854.483565
0,252,1854.996578
0,252,1855.493817
0,252,1856.003065
0,252,1856.498105
0,252,1857.186574
0,252,1857.689171
0,252,1858.205569
0,252,1858.714089
0,252,1859.385471
0,252,1859.87595
0,252,1860.373668
0,252,1860.870031
0,252,1861.529502
0,252,1862.03066
0,252,1862.528746
0,252,1863.023036
0,158,1863.542447
0,252,1864.041647
0,252,1864.545585
0,252,1865.029434
0,252,1865.717857
0,252,1866.208834
0,252,1866.701443
0,252,1867.194082
0,252,1867.863841
0,252,1868.348369
0,252,1868.846519
0,252,1869.332769
0,252,1870.016968
0,252,1870.50674
0,252,1871.002543
0,252,1871.497783
0,252,1872.156627
0,252,1872.650455
0,252,1873.150963
0,252,1873.643246
0,252,1874.323265
0,252,1874.81844
0,252,1875.311983
0,252,1875.806263
0,252,1876.511587
0,252,1876.992641
0,252,1877.484159
0,252,1877.980857
0,252,1878.481738
0,252,1879.132564
0,252,1879.634726
0,252,1880.124542
0,252,1880.615996
0,252,1881.273469
0,252,1881.771675
0,252,1882.284462
0,252,1882.778529
0,252,1883.464015
0,252,1883.965224
0,252,1884.460318
0,252,1884.955349
0,252,1885.610858
0,252,1886.106205
0,252,1886.6047
0,252,1887.097123
0,252,1887.76019
0,252,1888.259686
0,252,1888.751713
0,252,1889.251079
0,252,1889.94165
0,252,1890.441519
0,252,1890.932679
0,252,1891.427923
0,252,1892.091932
0,252,1892.576522
0,252,1893.06368
0,252,1893.560462
0,252,1894.223642
0,252,1894.719009
0,252,1895.214499
0,252,1895.71923
0,252,1896.418372
0,252,1896.916956
0,252,1897.411897
0,252,1897.910998
0,252,1898.575513
0,252,1899.082561
0,252,1899.584265
0,252,1900.084093
0,252,1900.73908
0,252,1901.241686
0,252,1901.72877
0,252,1902.232337
0,252,1902.926578
0,252,1903.421779
0,252,1903.923231
0,252,1904.42767
0,252,1905.081486
0,252,1905.574298
0,252,1906.059939
0,252,1906.550011
0,252,1907.211642
0,252,1907.714008
0,252,1908.204907
0,252,1908.691115
0,252,1909.376676
0,252,1909.870916
0,252,1910.354967
0,252,1910.854413
0,252,1911.524519
0,252,1912.002933
0,252,1912.495059
0,252,1912.98992
0,252,1913.457835
0,252,1914.108182
0,252,1914.585593
0,252,1915.089649
0,252,1915.550548
0,252,1916.232738
0,252,1916.731893
0,252,1917.230755
0,252,1917.691432
0,252,1918.357903
0,252,1918.82543
0,252,1919.324345
0,252,1919.789071
0,252,1920.451114
0,252,1920.914234
0,252,1921.403805
0,252,1921.865589
0,252,1922.52616
0,252,1922.999408
0,252,1923.473466
0,252,1923.935613
0,252,1924.557559
0,252,1925.035214
0,252,1925.51441
0,252,1925.987014
0,252,1926.603654
0,252,1927.073166
0,252,1927.530313
0,252,1928.004835
0,252,1928.665686
0,252,1929.129079
0,252,1929.585658
0,252,1930.052197
0,252,1930.677773
0,252,1931.151005
0,252,1931.617776
0,252,1932.083015
0,252,1932.732831
0,252,1933.220752
0,252,1933.68416
0,252,1934.160718
0,252,1934.810941
0,252,1935.281773
0,252,1935.749861
0,252,1936.217371
0,252,1936.862327
0,252,1937.335277
0,252,1937.816771
0,252,1938.290271
0,252,1938.913466
0,252,1939.386563
0,252,1939.846578
0,252,1940.318654
0,252,1940.988651
0,252,1941.46437
0,252,1941.934138
0,252,1942.396084
0,252,1943.040153
0,252,1943.513451
0,252,1943.981449
0,252,1944.46564
0,252,1944.938135
0,252,1945.566153
0,252,1946.036572
0,252,1946.511303
0,252,1946.984528
0,252,1947.653769
0,252,1948.125319
0,252,1948.603286
0,252,1949.067593
0,252,1949.712909
0,252,1950.178386
0,252,1950.64435
0,252,1951.116621
0,252,1951.751466
0,252,1952.221698
0,252,1952.694188
0,252,1953.160236
0,252,1953.830682
0,252,1954.298447
0,252,1954.770413
0,252,1955.239053
0,252,1955.883493
0,252,1956.349595
0,252,1956.821721
0,252,1957.290761
0,252,1957.923688
0,252,1958.392755
0,252,1958.864829
0,252,1959.33412
0,252,1959.992704
0,252,1960.460531
0,252,1960.935996
0,252,1961.390863
0,252,1962.0449
0,252,1962.508598
0,252,1962.980849
0,252,1963.446991
0,252,1964.085984
0,252,1964.570153
0,252,1965.050999
0,252,1965.52034
0,252,1966.201051
0,252,1966.668914
0,252,1967.135957
0,252,1967.605036
0,252,1968.239624
0,252,1968.712338
0,252,1969.181195
0,252,1969.667448
0,252,1970.305336
0,252,1970.773777
0,252,1971.245607
0,252,1971.71475
0,252,1972.390922
0,252,1972.869833
0,252,1973.347829
0,252,1973.825244
0,252,1974.483145
0,252,1974.955245
0,252,1975.425482
0,252,1975.889553
0,252,1976.527855
0,252,1976.996325
0,252,1977.465331
0,252,1977.938151
0,252,1978.411736
0,252,1979.086203
0,252,1979.563646
0,252,1980.03398
0,252,1980.50628
0,252,1981.138781
0,252,1981.613273
0,252,1982.080469
0,252,1982.547733
0,252,1983.184672
0,252,1983.665458
0,252,1984.136418
0,252,1984.614888
0,252,1985.27739
0,252,1985.749587
0,252,1986.224121
0,252,1986.711002
0,252,1987.351249
0,252,1987.826696
0,252,1988.293508
0,252,1988.774223
0,252,1989.409097
0,252,1989.892694
0,252,1990.370349
0,252,1990.850362
0,252,1991.520737
0,252,1991.99194
0,252,1992.47336
0,252,1992.971993
0,252,1993.630762
0,252,1994.10387
0,252,1994.589837
0,252,1995.068096
0,252,1995.715054
0,252,1996.196567
0,252,1996.683984
0,252,1997.172462
0,252,1997.869891
0,252,1998.357063
0,252,1998.837988
0,252,1999.309979
0,252,1999.937916
0,252,2000.400791
0,252,2000.867474
0,252,2001.352193
0,252,2001.982198
0,252,2002.483437
0,252,2002.979442
0,252,2003.473365
0,252,2004.154842
0,252,2004.636343
0,252,2005.125201
0,252,2005.595682
0,252,2006.255154
0,252,2006.754113
0,252,2007.231933
0,252,2007.697399
0,252,2008.34158
0,252,2008.834149
0,252,2009.329731
0,252,2009.803906
0,252,2010.473949
0,252,2010.946676
0,252,2011.426298
0,252,2011.932381
0,252,2012.430759
0,252,2013.072085
0,252,2013.542926
0,252,2014.013583
0,252,2014.508321
0,252,2015.169066
0,252,2015.677229
0,252,2016.16903
0,252,2016.653105
0,252,2017.340411
0,252,2017.847078
0,252,2018.312345
0,252,2018.809332
0,252,2019.448453
0,252,2019.965709
0,252,2020.47924
0,252,2020.992684
0,45,2021.081526
0,252,2021.744756
0,252,2022.23691
0,252,2022.7358
0,252,2023.237943
0,252,2023.946852
0,252,2024.448143
0,252,2024.957338
0,252,2025.466946
0,252,2026.139557
0,252,2026.641281
0,252,2027.158757
0,252,2027.658897
0,252,2028.311814
0,252,2028.82678
0,252,2029.318269
0,252,2029.83423
0,252,2030.553574
0,252,2031.053063
0,252,2031.56573
0,252,2032.086609
0,252,2032.757797
0,252,2033.267407
0,252,2033.779909
0,252,2034.281467
0,252,2034.948072
0,252,2035.464695
0,252,2035.96085
0,252,2036.465684
0,252,2037.155032
0,252,2037.669735
0,252,2038.170459
0,252,2038.668255
0,252,2039.336645
0,252,2039.847597
0,252,2040.359453
0,252,2040.855605
0,252,2041.516433
0,252,2042.020329
0,252,2042.523866
0,252,2043.022749
0,252,2043.733902
0,252,2044.233415
0,252,2044.745956
0,252,2045.260133
0,252,2045.939772
0,252,2046.443023
0,252,2046.944675
0,252,2047.435156
0,252,2048.101713
0,252,2048.60676
0,252,2049.104036
0,252,2049.606643
0,252,2050.308378
0,252,2050.791596
0,252,2051.297709
0,252,2051.80233
0,252,2052.306253
0,252,2052.971261
0,252,2053.466211
0,252,2053.973255
0,252,2054.466252
0,252,2055.138865
0,252,2055.635965
0,252,2056.139739
0,252,2056.653821
0,252,2057.359458
0,252,2057.866992
0,252,2058.369144
0,252,2058.863753
0,252,2059.515542
0,252,2060.016101
0,252,2060.511638
0,252,2061.013827
0,252,2061.67077
0,252,2062.163856
0,252,2062.658637
0,252,2063.160332
0,252,2063.846201
0,252,2064.361574
0,252,2064.865537
0,252,2065.36814
0,252,2066.030325
0,252,2066.526079
0,252,2067.024658
0,252,2067.523738
0,252,2068.19276
0,252,2068.691046
0,252,2069.188178
0,252,2069.698423
0,252,2070.40575
0,252,2070.918982
0,252,2071.418177
0,252,2071.931711
0,252,2072.591049
0,252,2073.095952
0,252,2073.587363
0,252,2074.085472
0,252,2074.758951
0,252,2075.272959
0,252,2075.785038
0,252,2076.295986
0,252,2076.99095
0,252,2077.48948
0,252,2077.987275
0,252,2078.488571
0,252,2079.139028
0,252,2079.64035
0,252,2080.146542
0,252,2080.651494
0,252,2081.315848
0,252,2081.816511
0,252,2082.315069
0,252,2082.826111
0,252,2083.531443
0,252,2084.036405
0,252,2084.526875
0,252,2085.026458
0,252,2085.708455
0,252,2086.209272
0,252,2086.705842
0,252,2087.208844
0,252,2087.703373
0,252,2088.371239
0,252,2088.855375
0,252,2089.367408
0,252,2089.859577
0,252,2090.553591
0,252,2091.050473
0,252,2091.551519
0,252,2092.046413
0,252,2092.70644
0,252,2093.202847
0,252,2093.71083
0,252,2094.210339
0,252,2094.890661
0,252,2095.379385
0,252,2095.874214
0,252,2096.370167
0,252,2097.05933
0,252,2097.557235
0,252,2098.063974
0,131,2098.323561
0,252,2098.99805
0,252,2099.499411
0,252,2100.004466
0,252,2100.498349
0,252,2101.161653
0,252,2101.657211
0,252,2102.164548
0,252,2102.6504
0,252,2103.335154
0,252,2103.829149
0,252,2104.335137
0,252,2104.835224
0,252,2105.351619
0,252,2106.0046
0,252,2106.509177
0,252,2107.006429
0,252,2107.506312
0,252,2108.161741
0,252,2108.664467
0,252,2109.162691
0,252,2109.665047
0,252,2110.367061
0,252,2110.877702
0,252,2111.377123
0,252,2111.875814
0,252,2112.541315
0,252,2113.03906
0,252,2113.536161
0,252,2114.033275
0,252,2114.696821
0,252,2115.203898
0,252,2115.714245
0,252,2116.21472
0,252,2116.897177
0,252,2117.398583
0,252,2117.895759
0,252,2118.396991
0,252,2119.056776
0,252,2119.561214
0,252,2120.064954
0,252,2120.585685
0,252,2121.240742
0,252,2121.744692
0,252,2122.248474
0,252,2122.756808
0,252,2123.475098
0,252,2123.983904
0,252,2124.488264
0,252,2125.002154
0,252,2125.661629
0,252,2126.158666
0,252,2126.658448
0,252,2127.156864
0,252,2127.82188
0,252,2128.330767
0,175,2128.679004
0,252,2129.183688
0,252,2129.680444
0,252,2130.381951
0,252,2130.894892
0,252,2131.399677
0,252,2131.904553
0,252,2132.592313
0,252,2133.08142
0,252,2133.578987
0,252,2134.070237
0,252,2134.735492
0,252,2135.246642
0,252,2135.767407
0,252,2136.26755
0,252,2136.974986
0,252,2137.473812
0,252,2137.986869
0,252,2138.485424
0,252,2139.160207
0,252,2139.659281
0,252,2140.165278
0,252,2140.672499
0,252,2141.343583
0,252,2141.860584
0,252,2142.373234
0,252,2142.875978
0,252,2143.572576
0,252,2144.075881
0,252,2144.585111
0,252,2145.077296
0,252,2145.748052
0,252,2146.26381
0,252,2146.770628
0,252,2147.276007
0,252,2147.942389
0,252,2148.447328
0,252,2148.951847
0,252,2149.459159
0,252,2150.160265
0,252,2150.664796
0,252,2151.178487
0,252,2151.683344
0,252,2152.355033
0,252,2152.860374
0,252,2153.366555
0,252,2153.86939
0,252,2154.547255
0,252,2155.061434
0,252,2155.579179
0,252,2156.08195
0,252,2156.775311
0,252,2157.274669
0,252,2157.784848
0,166,2158.128839
0,252,2158.634012
0,231,2159.270667
0,252,2159.776357
0,252,2160.272907
0,252,2160.78216
0,252,2161.450247
0,252,2161.968346
0,252,2162.47056
0,226,2162.926588
0,252,2163.630835
0,252,2164.144828
0,252,2164.650135
0,252,2165.161931
0,252,2165.836554
0,252,2166.347715
0,252,2166.86086
0,252,2167.361411
0,252,2168.035707
0,252,2168.546076
0,252,2169.063089
0,252,2169.57174
0,252,2170.265519
0,252,2170.788039
0,252,2171.300069
0,252,2171.810089
0,252,2172.48466
0,252,2173.002003
0,252,2173.500347
0,252,2174.00224
0,252,2174.678584
0,252,2175.187064
0,252,2175.685024
0,252,2176.209195
0,252,2176.920199
0,252,2177.416741
0,252,2177.886035
0,252,2178.388524
0,252,2179.050652
0,252,2179.552145
0,252,2180.01501
0,252,2180.51787
0,252,2181.016327
0,252,2181.674665
0,252,2182.159855
0,252,2182.671164
0,252,2183.172188
0,252,2183.826266
0,252,2184.327117
0,252,2184.800851
0,252,2185.269603
0,252,2185.911453
0,252,2186.374575
0,252,2186.842694
0,252,2187.31569
0,252,2187.95556
0,252,2188.41907
0,252,2188.88968
0,252,2189.351012
0,252,2190.022254
0,252,2190.494618
0,252,2190.964565
0,252,2191.430146
0,252,2192.089194
0,252,2192.551461
0,252,2193.020849
0,252,2193.48283
0,252,2194.117348
0,252,2194.577518
0,252,2195.038225
0,252,2195.503706
0,252,2196.156804
0,252,2196.618716
0,252,2197.083642
0,252,2197.536608
0,252,2198.163574
0,252,2198.622938
0,252,2199.089604
0,252,2199.552059
0,252,2200.190938
0,252,2200.654189
0,252,2201.132872
0,252,2201.60392
0,252,2202.269314
0,252,2202.733797
0,252,2203.193279
0,252,2203.662379
0,252,2204.292622
0,252,2204.762165
0,252,2205.226001
0,252,2205.688532
0,252,2206.325027
0,252,2206.795485
0,252,2207.263605
0,252,2207.742686
0,252,2208.393817
0,252,2208.862411
0,252,2209.324821
0,252,2209.788254
0,252,2210.411195
0,252,2210.886549
0,252,2211.35469
0,252,2211.828033
0,252,2212.453923
0,252,2212.920515
0,252,2213.382388
0,252,2213.844207
0,252,2214.307998
0,252,2214.983753
0,252,2215.442225
0,252,2215.914583
0,252,2216.402634
0,252,2217.040781
0,252,2217.514182
0,252,2217.984745
0,252,2218.443966
0,252,2219.092952
0,252,2219.572391
0,252,2220.043411
0,252,2220.505992
0,252,2221.187102
0,252,2221.664696
0,252,2222.148334
0,252,2222.622566
0,252,2223.263027
0,252,2223.746169
0,252,2224.239027
0,252,2224.711658
0,252,2225.351415
0,252,2225.81908
0,252,2226.309649
0,252,2226.772617
0,252,2227.455788
0,252,2227.93332
0,252,2228.413617
0,252,2228.891743
0,252,2229.542883
0,252,2230.016758
0,252,2230.512294
0,252,2230.990588
0,252,2231.647792
0,252,2232.122427
0,252,2232.621239
0,252,2233.096746
0,252,2233.775502
0,252,2234.264771
0,252,2234.751332
0,252,2235.235399
0,252,2235.89403
0,252,2236.376141
0,252,2236.869386
0,252,2237.358793
0,252,2238.024886
0,252,2238.514033
0,252,2239.002597
0,252,2239.472842
0,252,2240.172406
0,252,2240.666131
0,252,2241.14924
0,252,2241.634923
0,252,2242.292866
0,252,2242.781717
0,252,2243.271216
0,252,2243.766906
0,252,2244.423343
0,252,2244.912855
0,252,2245.403226
0,252,2245.886619
0,252,2246.562883
0,252,2247.061752
0,252,2247.562792
0,252,2248.055024
0,252,2248.547813
0,252,2249.221843
0,252,2249.734773
0,252,2250.234289
0,252,2250.726068
0,252,2251.410439
0,252,2251.897196
0,252,2252.396622
0,252,2252.909103
0,252,2253.613976
0,252,2254.125392
0,252,2254.62438
0,252,2255.130869
0,252,2255.806231
0,252,2256.316932
0,252,2256.823811
0,252,2257.331406
0,252,2257.997725
0,252,2258.511109
0,252,2259.01868
0,252,2259.5344
0,252,2260.227182
0,252,2260.745303
0,252,2261.252818
0,252,2261.766448
0,163,2262.259348
0,252,2262.771155
0,252,2263.276598
0,252,2263.788058
0,252,2264.465761
0,252,2264.981801
0,252,2265.473406
0,252,2265.992755
0,252,2266.715947
0,252,2267.216451
0,252,2267.721428
0,252,2268.240973
0,252,2268.907854
0,252,2269.415466
0,252,2269.919382
0,252,2270.433316
0,252,2270.934041
0,252,2271.621593
0,252,2272.130245
0,252,2272.644365
0,252,2273.149935
0,252,2273.857933
0,252,2274.363577
0,252,2274.874276
0,252,2275.376937
0,252,2276.068151
0,252,2276.584563
0,252,2277.11032
0,252,2277.614775
0,252,2278.28826
0,252,2278.798677
0,252,2279.303893
0,252,2279.804781
0,99,2280.201405
0,123,2280.43923
0,252,2280.939818
0,252,2281.449762
0,252,2281.952916
0,252,2282.630146
0,252,2283.133831
0,252,2283.642965
0,252,2284.158208
0,252,2284.826838
0,252,2285.333388
0,232,2285.797348
0,252,2286.305718
0,252,2287.013757
0,252,2287.516985
0,252,2288.035368
0,252,2288.536856
0,252,2289.201139
0,252,2289.702811
0,252,2290.210421
0,252,2290.718861
0,252,2291.385813
0,252,2291.894719
0,252,2292.405346
0,252,2292.905544
0,252,2293.618522
0,252,2294.122921
0,252,2294.641804
0,252,2295.152564
0,252,2295.827503
0,252,2296.331993
0,252,2296.850431
0,252,2297.349854
0,252,2298.023621
0,252,2298.53333
0,252,2299.043004
0,252,2299.555739
0,252,2300.077515
0,252,2300.764349
0,252,2301.279454
0,252,2301.782081
0,252,2302.28719
0,252,2302.96202
0,252,2303.473979
0,252,2303.981558
0,252,2304.490536
0,252,2305.174504
0,252,2305.683963
0,252,2306.196547
0,252,2306.71324
0,107,2307.129915
0,252,2307.642197
0,252,2308.151032
0,252,2308.676406
0,252,2309.357675
0,252,2309.86718
0,252,2310.38317
0,252,2310.900167
0,252,2311.575725
0,252,2312.095885
0,252,2312.60374
0,252,2313.11757
0,252,2313.616138
0,252,2314.316487
0,252,2314.823242
0,252,2315.340238
0,252,2315.861354
0,252,2316.537529
0,252,2317.047648
0,252,2317.566617
0,252,2318.072641
0,252,2318.756296
0,252,2319.263428
0,252,2319.76871
0,252,2320.277876
0,252,2320.995649
0,252,2321.500058
0,252,2322.02838
0,252,2322.531646
0,252,2323.208771
0,252,2323.716973
0,252,2324.235556
0,252,2324.74355
0,252,2325.419749
0,252,2325.922057
0,252,2326.440354
0,252,2326.954556
0,252,2327.655227
0,252,2328.165574
0,252,2328.680611
0,252,2329.196872
0,252,2329.868927
0,252,2330.383216
0,252,2330.908173
0,252,2331.416446
0,252,2332.098036
0,252,2332.600712
0,252,2333.11806
0,252,2333.627279
0,252,2334.341709
0,11,2334.363054
0,252,2334.875113
0,252,2335.38913
0,252,2335.896666
0,252,2336.57547
0,252,2337.090744
0,252,2337.602064
0,252,2338.116312
0,252,2338.803233
0,252,2339.311027
0,252,2339.821463
0,252,2340.321793
0,252,2341.022521
0,252,2341.528226
0,252,2342.042428
0,252,2342.569556
0,252,2343.238325
0,252,2343.756303
0,252,2344.261187
0,144,2344.552321
0,252,2345.072794
0,252,2345.743223
0,252,2346.254186
0,252,2346.764718
0,252,2347.278964
0,252,2347.993508
0,252,2348.512675
0,252,2349.013858
0,252,2349.522636
0,252,2350.198575
0,252,2350.701037
0,252,2351.207766
0,252,2351.710356
0,252,2352.386691
0,252,2352.898684
0,252,2353.407698
0,252,2353.917772
0,252,2354.623532
0,252,2355.145968
0,252,2355.652977
0,252,2356.167995
0,252,2356.837971
0,252,2357.352385
0,252,2357.855013
0,252,2358.373152
0,252,2359.036836
0,252,2359.550604
0,252,2360.06513
0,252,2360.571075
0,252,2361.285775
0,252,2361.798873
0,252,2362.304479
0,252,2362.808968
0,252,2363.474416
0,252,2363.982191
0,252,2364.486694
0,252,2365.015835
0,252,2365.701518
0,252,2366.221499
0,252,2366.723674
0,252,2367.241697
0,252,2367.934375
0,252,2368.453068
0,252,2368.96535
0,252,2369.483954
0,252,2370.148737
0,252,2370.661294
0,252,2371.174747
0,252,2371.689313
0,252,2372.205919
0,252,2372.88208
0,252,2373.392596
0,252,2373.890184
0,252,2374.396762
0,252,2375.096904
0,252,2375.598861
0,252,2376.107057
0,194,2376.492514
0,252,2377.190307
0,252,2377.693149
0,19,2377.731149
0,252,2378.24263
0,252,2378.741253
0,252,2379.413401
0,252,2379.91664
0,252,2380.429091
0,252,2380.929829
0,252,2381.637726
0,252,2382.149257
0,252,2382.664162
0,252,2383.180537
0,252,2383.847518
0,252,2384.358057
0,252,2384.86344
0,252,2385.363338
0,252,2386.032754
0,252,2386.551199
0,252,2387.060381
0,71,2387.204302
0,252,2387.702169
0,252,2388.424857
0,252,2388.936557
0,252,2389.444991
0,252,2389.944341
0,252,2390.610714
0,72,2390.754615
0,252,2391.267277
0,252,2391.776116
0,252,2392.287884
0,252,2392.959039
0,252,2393.466734
0,252,2393.969188
0,252,2394.476312
0,252,2395.166604
0,252,2395.670376
0,252,2396.174693
0,252,2396.681066
0,252,2397.362051
0,252,2397.870385
0,252,2398.375216
0,252,2398.880629
0,252,2399.554057
0,252,2400.069362
0.167857,233,2400.540989
0,252,2401.051801
0,252,2401.761916
0,252,2402.285539
0,252,2402.795093
0,252,2403.314919
0,252,2403.981207
0,252,2404.479097
0,252,2404.986553
0,252,2405.510581
0,252,2406.18191
0,252,2406.697003
0,252,2407.205194
0,252,2407.714011
0,252,2408.40656
0,252,2408.930335
0,252,2409.44153
0,252,2409.954885
0,252,2410.615095
0,252,2411.113886
0,252,2411.624624
0,252,2412.140476
0,252,2412.835253
0,252,2413.347176
0,252,2413.857672
0,252,2414.362552
0,252,2415.080331
0,252,2415.594094
0,252,2416.109189
0,252,2416.624665
0,252,2417.299693
0,252,2417.821393
0,252,2418.347455
