#{"t_start": 1588326508.1600094, "env_id": "MiniGrid-DistShift1-v0"}
r,l,t
0,252,3177.562727
0,252,3178.22823
0,252,3178.733536
0,252,3179.23061
0,252,3179.738074
0,252,3180.410038
0,252,3180.929143
0,252,3181.432494
0,252,3181.945814
0,252,3182.648501
0,252,3183.141419
0,252,3183.643884
0,252,3184.145346
0,252,3184.824121
0,252,3185.336485
0,252,3185.836484
0,252,3186.339823
0,252,3187.007918
0,252,3187.51029
0,252,3187.994662
0,252,3188.490996
0,252,3189.168281
0,252,3189.644369
0,252,3190.139212
0,252,3190.621327
0,252,3191.268343
0,252,3191.757053
0,252,3192.24242
0,252,3192.73562
0,252,3193.393192
0,252,3193.884036
0,252,3194.36657
0,252,3194.877774
0,252,3195.537432
0,252,3196.030798
0,252,3196.512713
0,252,3197.002183
0,252,3197.654109
0,252,3198.144017
0,252,3198.627282
0,252,3199.12566
0,252,3199.785851
0,252,3200.262391
0,252,3200.73788
0,252,3201.223311
0,252,3201.906873
0,252,3202.400275
0,252,3202.881691
0,252,3203.369972
0,252,3204.021823
0,252,3204.516186
0,252,3205.011438
0,252,3205.494599
0,252,3206.146034
0,252,3206.622477
0,252,3207.100986
0,252,3207.589358
0,252,3208.270875
0,252,3208.755041
0,252,3209.24497
0,252,3209.727026
0,252,3210.219461
0,252,3210.862266
0,252,3211.35137
0,252,3211.836306
0,252,3212.328229
0,252,3212.987025
0,252,3213.478904
0,252,3213.961989
0,252,3214.4513
0,252,3215.135553
0,252,3215.622743
0,252,3216.100221
0,252,3216.586064
0,252,3217.237962
0,252,3217.727737
0,252,3218.210544
0,252,3218.698413
0,252,3219.345375
0,252,3219.835014
0,252,3220.323148
0,252,3220.807305
0,252,3221.468758
0,252,3221.958169
0,252,3222.444304
0,252,3222.943017
0,252,3223.585127
0,252,3224.076103
0,252,3224.561538
0,252,3225.050867
0,252,3225.702687
0,252,3226.195049
0,252,3226.683487
0,252,3227.178193
0,252,3227.869861
0,252,3228.360366
0,252,3228.843885
0,252,3229.339787
0,252,3229.978612
0,252,3230.464283
0,252,3230.948853
0,252,3231.438294
0,252,3232.091537
0,252,3232.583927
0,252,3233.063587
0,252,3233.550006
0,252,3234.220714
0,252,3234.713542
0,252,3235.2018
0,252,3235.688699
0,252,3236.337135
0,252,3236.824889
0,252,3237.304588
0,252,3237.796992
0,252,3238.438469
0,252,3238.926305
0,252,3239.414954
0,252,3239.907101
0,252,3240.59672
0,252,3241.083995
0,252,3241.573357
0,252,3242.054639
0,252,3242.708997
0,252,3243.193078
0,252,3243.674719
0,252,3244.164941
0,252,3244.650844
0,252,3245.311735
0,252,3245.790448
0,252,3246.279303
0,252,3246.76548
0,252,3247.451135
0,252,3247.943005
0,252,3248.431741
0,252,3248.914739
0,252,3249.566946
0,252,3250.040845
0,252,3250.527959
0,252,3251.010594
0,252,3251.671585
0,252,3252.154293
0,252,3252.643753
0,252,3253.13548
0,252,3253.819867
0,252,3254.305689
0,252,3254.798985
0,252,3255.285519
0,252,3255.940509
0,252,3256.418553
0,252,3256.914778
0,252,3257.402726
0,252,3258.069027
0,252,3258.5554
0,252,3259.049422
0,252,3259.538634
0,252,3260.220192
0,252,3260.711875
0,252,3261.19911
0,252,3261.682812
0,252,3262.341564
0,252,3262.83488
0,252,3263.340402
0,252,3263.821125
0,252,3264.472682
0,252,3264.970741
0,252,3265.471619
0,252,3265.957188
0,252,3266.637847
0,252,3267.121641
0,252,3267.615752
0,252,3268.119154
0,252,3268.765001
0,252,3269.248765
0,252,3269.735594
0,252,3270.232951
0,252,3270.887143
0,252,3271.379857
0,252,3271.863003
0,252,3272.354635
0,252,3273.033626
0,252,3273.518034
0,252,3274.00129
0,252,3274.494558
0,252,3275.140462
0,252,3275.627588
0,252,3276.108174
0,252,3276.600754
0,252,3277.082393
0,252,3277.748828
0,252,3278.249232
0,252,3278.742904
0,252,3279.236532
0,252,3279.928294
0,252,3280.412074
0,252,3280.904431
0,252,3281.393484
0,252,3282.045076
0,252,3282.522032
0,252,3283.012063
0,252,3283.49697
0,252,3284.137563
0,252,3284.619678
0,252,3285.115879
0,252,3285.595811
0,252,3286.27496
0,252,3286.7734
0,252,3287.261227
0,252,3287.748905
0,252,3288.406746
0,252,3288.900332
0,252,3289.394833
0,252,3289.880365
0,252,3290.542077
0,252,3291.02532
0,252,3291.519994
0,252,3292.004627
0,252,3292.697044
0,252,3293.183533
0,252,3293.660296
0,252,3294.140587
0,252,3294.797592
0,252,3295.29095
0,252,3295.779579
0,252,3296.253973
0,252,3296.920911
0,252,3297.407027
0,252,3297.895827
0,252,3298.387591
0,252,3299.065941
0,252,3299.545133
0,252,3300.033299
0,252,3300.521353
0,252,3301.169262
0,252,3301.649693
0,252,3302.137594
0,252,3302.625956
0,252,3303.28375
0,252,3303.771477
0,252,3304.257612
0,252,3304.737517
0,252,3305.423031
0,252,3305.904792
0,252,3306.387784
0,252,3306.876336
0,252,3307.532865
0,252,3308.014898
0,252,3308.499189
0,252,3308.983639
0,252,3309.641341
0,252,3310.120912
0,252,3310.605536
0,252,3311.086055
0,252,3311.568018
0,252,3312.242327
0,252,3312.733555
0,252,3313.214473
0,252,3313.698797
0,252,3314.355393
0,252,3314.846867
0,252,3315.32661
0,252,3315.815882
0,252,3316.461808
0,252,3316.94928
0,252,3317.428963
0,252,3317.917657
0,252,3318.627371
0,252,3319.116836
0,252,3319.598785
0,252,3320.087139
0,252,3320.731027
0,252,3321.222143
0,252,3321.709545
0,252,3322.204344
0,252,3322.84882
0,252,3323.354688
0,252,3323.835296
0,252,3324.320471
0,252,3325.009566
0,252,3325.510059
0,252,3326.010664
0,252,3326.495945
0,252,3327.148217
0,181,3327.513399
0,252,3328.009946
0,252,3328.51997
0,252,3329.196641
0,252,3329.702923
0,110,3329.924381
0,252,3330.426661
0,252,3330.923277
0,252,3331.635001
0,252,3332.133062
0,252,3332.626846
0,252,3333.120538
0,162,3333.602044
0,252,3334.1121
0,252,3334.612392
0,252,3335.123865
0,252,3335.782266
0,252,3336.292893
0,252,3336.804852
0,252,3337.320059
0,252,3338.010543
0,252,3338.529416
0,252,3339.030083
0,252,3339.537729
0,252,3340.047911
0,252,3340.717214
0,252,3341.23197
0,252,3341.739884
0,252,3342.236767
0,252,3342.904955
0,252,3343.415842
0,252,3343.922945
0,252,3344.427753
0,252,3345.124914
0,252,3345.63459
0,252,3346.136482
0,252,3346.647676
0,252,3347.321131
0,252,3347.829437
0,252,3348.341802
0,252,3348.865391
0,252,3349.537592
0,252,3350.047614
0,252,3350.551903
0,252,3351.062856
0,252,3351.747048
0,190,3352.134193
0,252,3352.649175
0,252,3353.161186
0,252,3353.833076
0,252,3354.338398
0,252,3354.854835
0,252,3355.36298
0,252,3355.962905
0,252,3356.468897
0,252,3356.976761
0,252,3357.483162
0,252,3358.19631
0,252,3358.705092
0,252,3359.213211
0,252,3359.72422
0,252,3360.387564
0,252,3360.899027
0,252,3361.41383
0,252,3361.927683
0,252,3362.608176
0,252,3363.12308
0,252,3363.639889
0,252,3364.154058
0,252,3364.666663
0,252,3365.366938
0,252,3365.871906
0,252,3366.381838
0,252,3366.894351
0,252,3367.579473
0,252,3368.08255
0,252,3368.599123
0,252,3369.105474
0,252,3369.793382
0,252,3370.303907
0,252,3370.81422
0,252,3371.322088
0,252,3372.051482
0,252,3372.562859
0,252,3373.07393
0,252,3373.578843
0,252,3374.280916
0,252,3374.793259
0,252,3375.306653
0,252,3375.810948
0,252,3376.486228
0,252,3376.994386
0,252,3377.503965
0,252,3378.010544
0,252,3378.721955
0,252,3379.241079
0,252,3379.745009
0,252,3380.236954
0,252,3380.902933
0,252,3381.407272
0,252,3381.92307
0,252,3382.428395
0,252,3383.109198
0,252,3383.631624
0,252,3384.142786
0,252,3384.639996
0,252,3385.347779
0,252,3385.852251
0,252,3386.369612
0,252,3386.886349
0,252,3387.566086
0,252,3388.070714
0,252,3388.588839
0,252,3389.093702
0,252,3389.784809
0,252,3390.305053
0,252,3390.821531
0,252,3391.341062
0,252,3392.06088
0,252,3392.569368
0,252,3393.083427
0,252,3393.601373
0,252,3394.290181
0,252,3394.798262
0,252,3395.313612
0,252,3395.820742
0,252,3396.523052
0,252,3397.030316
0,252,3397.556831
0,252,3398.057759
0,252,3398.76825
0,252,3399.272718
0,252,3399.782648
0,252,3400.301714
0,252,3400.813712
0,252,3401.476763
0,252,3401.983514
0,252,3402.493361
0,252,3403.016277
0,252,3403.690523
0,252,3404.2032
0,252,3404.720633
0,252,3405.232575
0,252,3405.926423
0,252,3406.442885
0,252,3406.942676
0,252,3407.45067
0,252,3408.120075
0,252,3408.634282
0,252,3409.150985
0,252,3409.659847
0,252,3410.328324
0,252,3410.84659
0,252,3411.357074
0,252,3411.86241
0,252,3412.570482
0,252,3413.085526
0,252,3413.600099
0,252,3414.123399
0,252,3414.800449
0,252,3415.320487
0,252,3415.833558
0,252,3416.351448
0,252,3417.028588
0,252,3417.53908
0,252,3418.046844
0,252,3418.566452
0,252,3419.257545
0,252,3419.770314
0,252,3420.280112
0,99,3420.48569
0,252,3420.991828
0,252,3421.666095
0,252,3422.182132
0,252,3422.693185
0,252,3423.20125
0,252,3423.895759
0,252,3424.405815
0,252,3424.917781
0,252,3425.431841
0,252,3426.141826
0,252,3426.656505
0,252,3427.164188
0,252,3427.663052
0,252,3428.351111
0,252,3428.875295
0,102,3429.086883
0,252,3429.600894
0,252,3430.110524
0,252,3430.801877
0,252,3431.310148
0,252,3431.825562
0,252,3432.328365
0,252,3433.029699
0,252,3433.543357
0,252,3434.068006
0,252,3434.580246
0,252,3435.251295
0,197,3435.655781
0,252,3436.176449
0,252,3436.685765
0,252,3437.375398
0,252,3437.883326
0,252,3438.400173
0,252,3438.917852
0,252,3439.63822
0,252,3440.142572
0,252,3440.675275
0,252,3441.197347
0,252,3441.871491
0,252,3442.384216
0,252,3442.904363
0,252,3443.41571
0,252,3444.093429
0,252,3444.607732
0,252,3445.13939
0,252,3445.655474
0,252,3446.36042
0,252,3446.85907
0,252,3447.365258
0,252,3447.871023
0,252,3448.546535
0,252,3449.061304
0,252,3449.582321
0,252,3450.093695
0,252,3450.783074
0,252,3451.302141
0,252,3451.818544
0,252,3452.329341
0,252,3453.051517
0,252,3453.557779
0,252,3454.073265
0,252,3454.577146
0,252,3455.257467
0,252,3455.764956
0,252,3456.279634
0,252,3456.77673
0,252,3457.27843
0,252,3457.969532
0,252,3458.489331
0,252,3458.994864
0,252,3459.507271
0,252,3460.205601
0,252,3460.716369
0,252,3461.227245
0,252,3461.733537
0,252,3462.408525
0,10,3462.428348
0,252,3462.926951
0,34,3462.993674
0,7,3463.007728
0,252,3463.511371
0,252,3464.020183
0,252,3464.698674
0,252,3465.197244
0,252,3465.702696
0,252,3466.216925
0,252,3466.919097
0,252,3467.426937
0,252,3467.93897
0,252,3468.447095
0,252,3469.126688
0,252,3469.632184
0,252,3470.131364
0,252,3470.622042
0,197,3471.174682
0,252,3471.66286
0,252,3472.154065
0,252,3472.641839
0,252,3473.338509
0,252,3473.83559
0,252,3474.344669
0,252,3474.848087
0,252,3475.527438
0,252,3476.028862
0,252,3476.550844
0,252,3477.044468
0,252,3477.717473
0,252,3478.20747
0,252,3478.711544
0,252,3479.210317
0,252,3479.916907
0,252,3480.415269
0,252,3480.920521
0,252,3481.417307
0,252,3482.065418
0,252,3482.56174
0,252,3483.059742
0,252,3483.553023
0,252,3484.234738
0,252,3484.725344
0,252,3485.218181
0,252,3485.720454
0,252,3486.405959
0,228,3486.855532
0,252,3487.351079
0,226,3487.791411
0,252,3488.286013
0,252,3488.954436
0,252,3489.459413
0,252,3489.947845
0,252,3490.447195
0,252,3491.098301
0,252,3491.602569
0,252,3492.094816
0,252,3492.596614
0,252,3493.285774
0,252,3493.793837
0,252,3494.291202
0,252,3494.786859
0,252,3495.439966
0,252,3495.938511
0,252,3496.441134
0,252,3496.941702
0,252,3497.591733
0,252,3498.103366
0,252,3498.608618
0,252,3499.111794
0,252,3499.797107
0,252,3500.29815
0,252,3500.802789
0,252,3501.298448
0,252,3501.934427
0,252,3502.440493
0,252,3502.935157
0,252,3503.43675
0,252,3504.097931
0,252,3504.599811
0,252,3505.093462
0,252,3505.599804
0,252,3506.299285
0,252,3506.796597
0,252,3507.296763
0,252,3507.791081
0,252,3508.442718
0,252,3508.948211
0,252,3509.446157
0,252,3509.942851
0,252,3510.609758
0,252,3511.111935
0,252,3511.598716
0,252,3512.101472
0,252,3512.782224
0,252,3513.282722
0,252,3513.767147
0,252,3514.258232
0,252,3514.920596
0,252,3515.425635
0,252,3515.918769
0,252,3516.414917
0,252,3517.086086
0,252,3517.582321
0,252,3518.078675
0,49,3518.174934
0,252,3518.673317
0,252,3519.368826
0,252,3519.88595
0,252,3520.380578
0,252,3520.881038
0,252,3521.540049
0,252,3522.037721
0,252,3522.523653
0,252,3523.016265
0,252,3523.672103
0,252,3524.175494
0,252,3524.658038
0,252,3525.14434
0,252,3525.625502
0,252,3526.329089
0,252,3526.816861
0,252,3527.318676
0,252,3527.815981
0,252,3528.485296
0,252,3528.969759
0,252,3529.474219
0,252,3529.977864
0,252,3530.632284
0,252,3531.132163
0,252,3531.621388
0,252,3532.106304
0,252,3532.764508
0,252,3533.224062
0,252,3533.691882
0,252,3534.155676
0,252,3534.787001
0,252,3535.256105
0,252,3535.720262
0,252,3536.181266
0,252,3536.822002
0,252,3537.288174
0,252,3537.747782
0,252,3538.245035
0,252,3538.895145
0,252,3539.359695
0,252,3539.830396
0,252,3540.298512
0,252,3540.905781
0,252,3541.392269
0,252,3541.837126
0,252,3542.297418
0,252,3542.919631
0,252,3543.388736
0,252,3543.84976
0,252,3544.313879
0,252,3544.992007
0,252,3545.451922
0,252,3545.919224
0,252,3546.38294
0,252,3546.984617
0,252,3547.44328
0,252,3547.902614
0,252,3548.36213
0,252,3548.964824
0,252,3549.432061
0,252,3549.897171
0,252,3550.364703
0,252,3550.996123
0,252,3551.472325
0,252,3551.944826
0,252,3552.410309
0,252,3553.012442
0,252,3553.492735
0,252,3553.950722
0,252,3554.420313
0,252,3555.026637
0,252,3555.485806
0,252,3555.948681
0,252,3556.413071
0,252,3557.04906
0,252,3557.523291
0,252,3557.981779
0,252,3558.45072
0,252,3558.909776
0,252,3559.515087
0,252,3559.973642
0,252,3560.433448
0,252,3560.887444
0,252,3561.489591
0,252,3561.954064
0,252,3562.426499
0,252,3562.888505
0,252,3563.533375
0,252,3563.999618
0,252,3564.472177
0,252,3564.946139
0,252,3565.556652
0,252,3566.019376
0,252,3566.489322
0,252,3566.951765
0,252,3567.553463
0,252,3568.011751
0,252,3568.471611
0,252,3568.927053
0,252,3569.562979
0,252,3570.0266
0,252,3570.488209
0,252,3570.955848
0,252,3571.559028
0,252,3572.013051
0,252,3572.475004
0,252,3572.94555
0,252,3573.551855
0,252,3574.01978
0,252,3574.487059
0,252,3574.954751
0,252,3575.615039
0,252,3576.073852
0,252,3576.540557
0,252,3576.999875
0,252,3577.628026
0,252,3578.088842
0,252,3578.554236
0,252,3579.014382
0,252,3579.6181
0,252,3580.082556
0,252,3580.549126
0,252,3581.016251
0,252,3581.656064
0,252,3582.117862
0,252,3582.587957
0,252,3583.052587
0,252,3583.651567
0,252,3584.110356
0,252,3584.576133
0,252,3585.040776
0,252,3585.644969
0,252,3586.106508
0,252,3586.579167
0,252,3587.035208
0,252,3587.666908
0,252,3588.127623
0,252,3588.592345
0,252,3589.058704
0,252,3589.665138
0,252,3590.13177
0,252,3590.595429
0,252,3591.060892
0,252,3591.518881
0,252,3592.161108
0,252,3592.636818
0,252,3593.107163
0,252,3593.571818
0,252,3594.247918
0,252,3594.701609
0,252,3595.186937
0,252,3595.641881
0,252,3596.277012
0,252,3596.754061
0,252,3597.24628
0,252,3597.706184
0,252,3598.336002
0,252,3598.826803
0,252,3599.307275
0,252,3599.808076
0,252,3600.48905
0,252,3600.977122
0,252,3601.490347
0,252,3601.967305
0,252,3602.64743
0,252,3603.136757
0,252,3603.642726
0,252,3604.151978
0,252,3604.820426
0,252,3605.329867
0,252,3605.835308
0,252,3606.342719
0,252,3607.043058
0,252,3607.547489
0,252,3608.06008
0,252,3608.577703
0,252,3609.25007
0,252,3609.75639
0,252,3610.274585
0,252,3610.774232
0,252,3611.45374
0,252,3611.96109
0,252,3612.468207
0,252,3612.977072
0,252,3613.659574
0,252,3614.165044
0,252,3614.67543
0,252,3615.19207
0,252,3615.8582
0,252,3616.372603
0,252,3616.882504
0,252,3617.383298
0,252,3618.048925
0,252,3618.551013
0,252,3619.071185
0,252,3619.578916
0,252,3620.289251
0,252,3620.802228
0,252,3621.324174
0,252,3621.834022
0,252,3622.519532
0,8,3622.53621
0,252,3623.048643
0,252,3623.563064
0,2,3623.56762
0,252,3624.084016
0,252,3624.760864
0,252,3625.268207
0,252,3625.785501
0,252,3626.289297
0,252,3626.794475
0,252,3627.50092
0,252,3628.011082
0,252,3628.533331
0,252,3629.054301
0,252,3629.731511
0,252,3630.26043
0,252,3630.778579
0,252,3631.287113
0,252,3631.958578
0,252,3632.475306
0,252,3632.982487
0,252,3633.496247
0,252,3634.207025
0,252,3634.721509
0,252,3635.230098
0,252,3635.743303
0,252,3636.423881
0,252,3636.938759
0,252,3637.445668
0,252,3637.957464
0,252,3638.621337
0,252,3639.141146
0,252,3639.653982
0,252,3640.179458
0,252,3640.897231
0,252,3641.408859
0,252,3641.91528
0,252,3642.437854
0,252,3643.122327
0,252,3643.641801
0,252,3644.151228
0,252,3644.67074
0,252,3645.346796
0,252,3645.854503
0,252,3646.347606
0.278571,202,3646.76754
0,252,3647.486703
0,252,3647.994702
0,201,3648.400123
0,153,3648.714189
0,252,3649.219754
0,252,3649.909886
0,252,3650.422559
0,252,3650.947929
0,252,3651.463549
0,252,3652.147649
0,252,3652.653211
0,252,3653.175128
0,252,3653.689864
0,252,3654.389616
0,252,3654.91026
0,252,3655.438
0,252,3655.958745
0,252,3656.639996
0,252,3657.151113
0,252,3657.661906
0,252,3658.172862
0,252,3658.864431
0,240,3659.359653
0,252,3659.881043
0,120,3660.12838
0,252,3660.657224
0,252,3661.38713
0,252,3661.906012
0,252,3662.426005
0,252,3662.938969
0,252,3663.621476
0,252,3664.133402
0,252,3664.653442
0,252,3665.16295
0,252,3665.859401
0,252,3666.377557
0,252,3666.907332
0,252,3667.424203
0,252,3668.121277
0,252,3668.633534
0,252,3669.145931
0,252,3669.659498
0,252,3670.351592
0,252,3670.875192
0,252,3671.398629
0,252,3671.911438
0,252,3672.601532
0,252,3673.127409
0,252,3673.645005
0.792857,58,3673.76555
0,252,3674.286395
0,252,3675.021487
0,252,3675.541727
0,252,3676.084505
0,252,3676.604998
0,252,3677.278127
0,252,3677.804984
0,252,3678.316969
0.821429,50,3678.41971
0,252,3678.946544
0,252,3679.631991
0,68,3679.771954
0,127,3680.033378
0,252,3680.544416
0.628571,104,3680.763894
0,120,3681.170312
0,100,3737.847129
0.114286,248,3738.35641
0,2,3738.360794
0,176,3738.858442
0,7,3738.872672
0,51,3738.97833
0,125,3739.228262
0,29,3739.285359
0,35,3739.353693
0,7,3739.367415
0,252,3740.316974
0,252,3740.826122
0,27,3740.879342
0,252,3741.396465
0,252,3741.914993
0,12,3741.937716
0.357143,180,3742.423202
0,29,3742.481783
0,252,3743.147127
0,252,3743.776096
0,219,3744.231203
0,252,3744.754891
0,48,3747.979713
0,19,3748.019571
0,146,3748.314928
0,90,3748.494449
0,32,3748.558155
0,69,3748.694194
0,115,3749.072153
0,12,3749.09553
0,154,3749.410712
0,108,3749.628446
0,197,3750.029777
0,225,3750.923506
0,252,3751.447572
0,252,3751.96383
0.725,77,3752.119927
0,252,3752.763699
0,252,3753.441876
0,87,3753.613708
0,252,3754.143633
0,161,3754.472564
0,252,3754.999619
0,10,3757.559046
0,91,3757.741144
0,238,3758.217063
0,64,3758.34531
0,80,3758.50016
0,50,3758.735724
0,75,3758.892731
0,111,3759.112302
0,2,3759.116796
0,29,3759.170822
0,3,3759.176813
0,65,3759.300861
0,2,3759.305145
0,117,3759.541084
0,252,3760.474871
0,178,3760.832443
0,252,3761.35528
0,252,3761.875193
0,252,3762.565204
0,252,3763.072903
0,70,3763.210007
0,81,3763.373726
0,252,3763.878746
0,252,3764.39118
0,220,3767.940758
0,49,3768.036645
0,2,3768.041036
0,7,3768.05644
0,175,3768.413141
0,10,3768.432706
0,11,3768.455013
0,57,3768.705097
0,22,3768.74783
0,222,3769.19939
0,80,3769.365622
0,35,3769.435052
0,3,3769.441257
0,21,3769.481741
0,33,3769.54753
0,68,3769.69013
0,7,3769.704185
0,252,3770.637553
0,168,3770.976295
0,143,3771.269197
0,26,3771.323156
0,97,3771.515056
0,252,3772.022401
0,252,3772.695547
0,252,3773.201866
0,252,3773.71537
0,58,3773.832948
0,39,3773.911307
0,21,3773.952953
0,29,3777.768469
0,33,3777.83271
0,252,3778.354331
0,13,3778.380048
0,252,3779.043679
0,166,3779.390929
0,54,3779.504482
0,4,3779.513142
0,5,3779.523255
0,89,3779.705797
0,252,3780.643307
0,171,3780.988585
0,83,3781.157027
0,252,3781.690744
0,101,3781.894587
0,165,3782.225674
0,7,3782.239768
0,154,3782.721179
0,81,3782.884331
0,92,3783.072212
0,252,3783.595988
0,46,3783.686353
0,252,3784.199832
0,140,3784.482479
0,77,3846.613393
0,47,3846.705048
0,46,3846.797754
0,3,3846.805573
0,163,3847.149439
0,4,3847.158177
0.389286,171,3847.65673
0,232,3848.129868
0,252,3848.637114
0,252,3849.700751
0,63,3849.828414
0,252,3850.343522
0,252,3850.854061
0,9,3850.872112
0,23,3850.917012
0,252,3851.584197
0,93,3851.775692
0.142857,240,3852.264689
0,252,3852.782779
0,43,3852.867777
0,252,3853.391057
0,252,3861.286801
0,155,3861.597294
0,18,3861.63182
0,29,3861.695594
0,100,3861.897217
0,6,3861.908642
0,29,3861.976554
0,11,3861.998805
0,105,3862.205108
0,252,3862.708789
0.164286,234,3863.608508
0,71,3863.751172
0,247,3864.256868
0,252,3864.774011
0,189,3865.165793
0,252,3865.845123
0,252,3866.353009
0,95,3866.546597
0,252,3867.068597
0,243,3867.559011
0,252,3868.429443
0,252,3868.949054
0,252,3869.457452
0,174,3869.815193
0,252,3870.512577
0,252,3871.030494
0,252,3871.539408
0,252,3872.057517
0,252,3872.728495
0,39,3872.80785
0,252,3873.318861
0,252,3873.829039
0,252,3874.348718
0,31,3874.409472
0,252,3875.129361
0,94,3875.317249
0,252,3875.826343
0,252,3876.333564
0,252,3876.840473
0,22,3877.059844
0.114286,248,3877.556337
0,175,3877.911752
0,252,3878.415903
0,252,3878.935442
0,252,3879.620558
0,252,3880.130744
0,252,3880.637934
0,252,3881.149683
0,252,3881.860444
0,252,3882.37605
0,252,3882.883073
0,91,3883.070266
0,220,3883.509212
0,252,3884.189071
0,252,3884.699359
0.142857,240,3885.177448
0.153571,237,3885.658035
0,252,3886.3413
0,252,3886.850386
0,252,3887.355091
0,252,3887.870833
0,252,3888.567325
0,252,3889.073899
0,252,3889.590014
0,252,3890.106322
0,252,3890.780916
0,252,3891.281548
0,252,3891.783982
0,252,3892.297631
0,252,3892.968489
0,252,3893.479182
0,252,3893.987627
0,252,3894.489742
0,106,3894.698436
0,252,3895.42337
0,252,3895.928398
0,252,3896.435575
0,252,3896.961532
0,252,3897.663326
0,252,3898.176967
0,252,3898.693376
0,252,3899.196855
0,252,3899.872135
0,252,3900.375262
0,252,3900.891164
